id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,assigned_zone
118388848,1766445f-e8b1-486e-bc14-4999b8914146,2022-05-23 12:40:22,2022-05-23,2022-05-23 16:40:22 UTC,Eastern Time (US & Canada),5637772,kat361,Kat Calhoun,2022-05-23 16:41:35 UTC,2025-04-29 10:36:39 UTC,needs_id,,https://www.inaturalist.org/observations/118388848,https://static.inaturalist.org/photos/200018209/medium.jpeg,,,I'm guessing,1,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31442798,-72.87381735,9.0,,,,9.0,,,False,,,German Chamomile,Matricaria chamomilla,German Chamomile,Plantae,77965.0,Garden Boundary
118389009,eabfb18b-add1-4332-872d-6146113b9f69,2022-05-23 12:42:08,2022-05-23,2022-05-23 16:42:08 UTC,Eastern Time (US & Canada),5637772,kat361,Kat Calhoun,2022-05-23 16:42:35 UTC,2026-04-10 13:37:27 UTC,needs_id,,https://www.inaturalist.org/observations/118389009,https://static.inaturalist.org/photos/200018456/medium.jpeg,,,This will have a small yellow flower in late summer or is it?,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31443591,-72.87373617,6.0,,,,6.0,,,False,,,,Tracheophyta,Vascular Plants,Plantae,211194.0,Garden Boundary
121305802,a2571f29-2482-4b1a-ac2d-b752679ca7eb,2022-06-11 17:07:14,2022-06-11,2022-06-11 21:07:14 UTC,Eastern Time (US & Canada),5637772,kat361,Kat Calhoun,2022-06-11 21:11:44 UTC,2022-07-27 03:10:36 UTC,research,,https://www.inaturalist.org/observations/121305802,https://static.inaturalist.org/photos/205254812/medium.jpeg,,,Plant -  The 8th is silvery underside as mudwart,1,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.314584,-72.87387735,7.0,,,,7.0,,,False,,,Silvery Cinquefoil,Potentilla argentea,Silvery Cinquefoil,Plantae,124552.0,outside
122016714,83dd0050-5706-4875-8b71-1870a412b706,2022-06-16 09:55:49,2022-06-16,2022-06-16 13:55:49 UTC,Eastern Time (US & Canada),5637772,kat361,Kat Calhoun,2022-06-16 13:57:52 UTC,2025-10-26 21:14:54 UTC,needs_id,,https://www.inaturalist.org/observations/122016714,https://static.inaturalist.org/photos/206541370/medium.jpeg,,,Fungus looks like shrimp tail,1,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31429566,-72.87374473,8.0,,,,8.0,,,False,,,stinkhorns and allies,Satyrus rugulosus,Wrinkly Stinkhorn,Fungi,1649482.0,Garden Boundary
123888799,a0274a25-fb44-4f86-94a7-71e4ca3faa52,2022-06-28 17:42:06,2022-06-28,2022-06-28 21:42:06 UTC,Eastern Time (US & Canada),5637772,kat361,Kat Calhoun,2022-06-28 21:43:18 UTC,2024-03-25 20:29:50 UTC,needs_id,,https://www.inaturalist.org/observations/123888799,https://static.inaturalist.org/photos/209927338/medium.jpeg,,,Plant,1,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31440222,-72.87384103,4.0,,,,4.0,,,False,,,Oriental bittersweet,Celastrus orbiculatus,Asian bittersweet,Plantae,64540.0,A
123888946,f64bc2b2-a9f8-4296-bb3c-7e26c8d1fa00,2022-06-28 17:43:34,2022-06-28,2022-06-28 21:43:34 UTC,Eastern Time (US & Canada),5637772,kat361,Kat Calhoun,2022-06-28 21:44:26 UTC,2026-03-30 01:26:15 UTC,needs_id,,https://www.inaturalist.org/observations/123888946,https://static.inaturalist.org/photos/209927612/medium.jpeg,,,Plant,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31442768,-72.87386862,6.0,,,,6.0,,,False,,,,Magnoliopsida,Dicots,Plantae,47124.0,D
123889251,b4023edf-4717-4374-8e6c-1048fe2711eb,2022-06-28 17:46:23,2022-06-28,2022-06-28 21:46:23 UTC,Eastern Time (US & Canada),5637772,kat361,Kat Calhoun,2022-06-28 21:47:19 UTC,2022-06-28 21:47:26 UTC,needs_id,,https://www.inaturalist.org/observations/123889251,https://static.inaturalist.org/photos/209928211/medium.jpeg,,,,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31441364,-72.8738764,5.0,,,,5.0,,,False,,,common evening-primrose,Oenothera biennis,common evening-primrose,Plantae,62207.0,Garden Boundary
123889516,ad4f19da-b54c-47b2-a27b-cf3295406e41,2022-06-28 17:47:24,2022-06-28,2022-06-28 21:47:24 UTC,Eastern Time (US & Canada),5637772,kat361,Kat Calhoun,2022-06-28 21:49:50 UTC,2026-02-13 00:56:13 UTC,research,,https://www.inaturalist.org/observations/123889516,https://static.inaturalist.org/photos/209928645/medium.jpeg,,,Plant w sm  Fern like leaves,2,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31447348,-72.87386286,8.0,,,,8.0,,,False,,,sweet annie,Artemisia annua,sweet annie,Plantae,75584.0,Garden Boundary
123889714,208dc1f5-82a5-4407-941e-f020a1fce45d,2022-06-28 17:49:55,2022-06-28,2022-06-28 21:49:55 UTC,Eastern Time (US & Canada),5637772,kat361,Kat Calhoun,2022-06-28 21:50:42 UTC,2026-03-30 01:25:33 UTC,needs_id,,https://www.inaturalist.org/observations/123889714,https://static.inaturalist.org/photos/209928832/medium.jpeg,,,Plant,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.3144332,-72.87379884,5.0,,,,5.0,,,False,,,,Magnoliopsida,Dicots,Plantae,47124.0,Garden Boundary
124029719,076f9451-d285-4384-9f69-27343f7eaaa7,2022-06-29 18:05:01,2022-06-29,2022-06-29 22:05:01 UTC,Eastern Time (US & Canada),5637772,kat361,Kat Calhoun,2022-06-29 22:06:10 UTC,2022-06-30 11:10:01 UTC,research,,https://www.inaturalist.org/observations/124029719,https://static.inaturalist.org/photos/210183761/medium.jpeg,,,,1,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31424302,-72.87373081,10.0,,,,10.0,,open,False,,,Common Yarrow,Achillea millefolium,common yarrow,Plantae,52821.0,Garden Boundary
124030011,42829a5f-ba7c-4546-a543-6e11c2491472,2022-06-29 18:06:36,2022-06-29,2022-06-29 22:06:36 UTC,Eastern Time (US & Canada),5637772,kat361,Kat Calhoun,2022-06-29 22:08:40 UTC,2025-03-16 22:28:44 UTC,research,,https://www.inaturalist.org/observations/124030011,https://static.inaturalist.org/photos/210184216/medium.jpeg,,,,2,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31436567,-72.87375327,9.0,,,,9.0,,open,False,,,Brown-belted Bumble Bee,Bombus griseocollis,Brown-belted Bumble Bee,Insecta,120215.0,Garden Boundary
124030506,d7790271-ea02-4088-841a-59dccb4ef9a2,2022-06-29 18:12:28,2022-06-29,2022-06-29 22:12:28 UTC,Eastern Time (US & Canada),5637772,kat361,Kat Calhoun,2022-06-29 22:14:33 UTC,2022-06-30 11:09:58 UTC,research,,https://www.inaturalist.org/observations/124030506,https://static.inaturalist.org/photos/210185263/medium.jpeg,,,,1,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31437746,-72.87373442,8.0,,,,8.0,,open,False,,,Common Yarrow,Achillea millefolium,common yarrow,Plantae,52821.0,Garden Boundary
124583591,ad988b44-ff24-4aff-b60a-c32c3e50c96a,2022-07-03 12:58:22,2022-07-03,2022-07-03 16:58:22 UTC,Eastern Time (US & Canada),5637772,kat361,Kat Calhoun,2022-07-03 16:59:54 UTC,2022-07-03 21:07:52 UTC,research,,https://www.inaturalist.org/observations/124583591,https://static.inaturalist.org/photos/211177573/medium.jpeg,,,,1,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31451633,-72.87385729,5.0,,,,5.0,,,False,,,Silvery Cinquefoil,Potentilla argentea,Silvery Cinquefoil,Plantae,124552.0,outside
125311064,3083b7ff-c47c-495c-ac02-a40975c3e694,2022-07-08 11:15:25,2022-07-08,2022-07-08 15:15:25 UTC,Eastern Time (US & Canada),5637772,kat361,Kat Calhoun,2022-07-08 15:16:08 UTC,2022-07-22 11:02:31 UTC,research,,https://www.inaturalist.org/observations/125311064,https://static.inaturalist.org/photos/212497625/medium.jpeg,,,,1,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31439703,-72.87381555,16.0,,,,16.0,,,False,,,white meadowsweet,Spiraea alba,white meadowsweet,Plantae,126823.0,A
125366804,601d01e5-2055-43da-b905-fe9463ade72d,Fri Jul 08 2022 18:11:17 GMT -0400 (EDT),2022-07-08,2022-07-08 22:11:17 UTC,Eastern Time (US & Canada),2365055,kleonffu,,2022-07-08 22:11:34 UTC,2025-10-26 21:16:31 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/125366804,https://inaturalist-open-data.s3.amazonaws.com/photos/212596061/medium.jpeg,,,,2,0,False,333,New Haven,41.3143157959,-72.8736801147,4.0,,,,4.0,,,False,,,Satyrus,Satyrus,,Fungi,1649481.0,Garden Boundary
126201357,60b43af9-2be6-4ca1-a562-49b2a07183bb,2022-07-14 09:38:05,2022-07-14,2022-07-14 13:38:05 UTC,Eastern Time (US & Canada),5637772,kat361,Kat Calhoun,2022-07-14 13:40:21 UTC,2022-07-14 15:20:15 UTC,research,,https://www.inaturalist.org/observations/126201357,https://static.inaturalist.org/photos/214105006/medium.jpeg,,,Flower Blue,1,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31440647,-72.87377566,7.0,,,,7.0,,,False,,,chicory,Cichorium intybus,chicory,Plantae,52913.0,A
128458812,8fe82194-9861-4601-bf05-c51149105e05,2022-07-29 11:14:33,2022-07-29,2022-07-29 15:14:33 UTC,Eastern Time (US & Canada),5637772,kat361,Kat Calhoun,2022-07-29 15:15:56 UTC,2022-09-26 15:11:19 UTC,research,,https://www.inaturalist.org/observations/128458812,https://static.inaturalist.org/photos/218200672/medium.jpeg,,,Jumped from black eyed Susan to my leg and in the ground . Surprised me!,2,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31438313,-72.87380567,9.0,,,,9.0,,open,False,,,Brown-belted Bumble Bee,Bombus griseocollis,Brown-belted Bumble Bee,Insecta,120215.0,A
130535262,219b6f08-99d5-42e2-ab27-2b359bbb3333,2022-08-12 15:19:01,2022-08-12,2022-08-12 19:19:01 UTC,Eastern Time (US & Canada),5637772,kat361,Kat Calhoun,2022-08-12 19:20:42 UTC,2026-03-22 18:53:31 UTC,needs_id,,https://www.inaturalist.org/observations/130535262,https://static.inaturalist.org/photos/222007303/medium.jpeg,,,Plant- wild by creek,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31433895,-72.87385819,8.0,,,,8.0,,,False,,,,Magnoliopsida,Dicots,Plantae,47124.0,B
132059493,33f7b231-02ee-4d84-a28f-a23f6d0320b3,2022-08-23 16:58:16,2022-08-23,2022-08-23 20:58:16 UTC,Eastern Time (US & Canada),5637772,kat361,Kat Calhoun,2022-08-23 20:59:53 UTC,2022-08-24 07:31:08 UTC,research,,https://www.inaturalist.org/observations/132059493,https://static.inaturalist.org/photos/224832255/medium.jpeg,,,Plant my Creek purple stock of flowers,1,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31439743,-72.87392498,9.0,,,,9.0,,open,False,,,purple loosestrife,Lythrum salicaria,purple loosestrife,Plantae,61321.0,Garden Boundary
132993906,27c74218-a713-4abd-a835-f0076f3e2ca0,2022-08-30 14:53:44,2022-08-30,2022-08-30 18:53:44 UTC,Eastern Time (US & Canada),5637772,kat361,Kat Calhoun,2022-08-30 20:11:16 UTC,2022-09-03 10:51:42 UTC,needs_id,,https://www.inaturalist.org/observations/132993906,https://static.inaturalist.org/photos/226889151/medium.jpeg,,,Praying mantis on milkweed?,1,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.3144613437,-72.8736153245,96.0,,,,96.0,,,False,gps,gps,Mantids,Mantidae,Mantids,Insecta,48111.0,Garden Boundary
136815705,208f0350-74dc-40df-b445-64ca33000c4c,2022-09-28 12:30:40,2022-09-28,2022-09-28 16:30:40 UTC,Eastern Time (US & Canada),5637772,kat361,Kat Calhoun,2022-09-28 16:31:54 UTC,2023-03-09 04:10:26 UTC,needs_id,,https://www.inaturalist.org/observations/136815705,https://static.inaturalist.org/photos/233561391/medium.jpeg,,,Plant - maybe aster,3,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31441898,-72.87378503,7.0,,,,7.0,,,False,,,virguloid asters,Virgulus,virguloid asters,Plantae,1416871.0,Garden Boundary
137879458,bade46fa-b94d-4270-84e2-3471ca424b0b,2022-10-07 13:25:11,2022-10-07,2022-10-07 17:25:11 UTC,Eastern Time (US & Canada),5637772,kat361,Kat Calhoun,2022-10-07 17:27:11 UTC,2022-10-11 17:27:23 UTC,research,,https://www.inaturalist.org/observations/137879458,https://static.inaturalist.org/photos/235560520/medium.jpeg,,,Something on Joe pie weed - looks like insect and closure,1,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31450175,-72.87380797,5.0,,,,5.0,,,False,,,Chinese Mantis,Tenodera sinensis,Chinese Mantis,Insecta,71034.0,outside
138406519,149808d1-1863-4e84-8d75-59c494358b1a,2022-10-11 13:24:18,2022-10-11,2022-10-11 17:24:18 UTC,Eastern Time (US & Canada),5637772,kat361,Kat Calhoun,2022-10-11 17:27:25 UTC,2022-10-11 17:27:30 UTC,needs_id,,https://www.inaturalist.org/observations/138406519,https://static.inaturalist.org/photos/236557987/medium.jpeg,,,Plant - volunteered near other weeds and blooming mid-october,0,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.3144275,-72.87383573,3.0,,,,3.0,,open,False,,,New York aster,Symphyotrichum novi-belgii,New York aster,Plantae,169474.0,Garden Boundary
138752918,b21c5c86-de84-4072-8fd3-d19c34cf1a22,2022-10-14 15:27:11,2022-10-14,2022-10-14 19:27:11 UTC,Eastern Time (US & Canada),5637772,kat361,Kat Calhoun,2022-10-14 19:29:29 UTC,2022-10-23 12:41:19 UTC,needs_id,,https://www.inaturalist.org/observations/138752918,https://static.inaturalist.org/photos/237201298/medium.jpeg,,,"Plants, obviously goldenrod, but what variety?",1,0,False,2,"Fair Haven Heights, New Haven, CT, USA",41.31437961,-72.87377398,5.0,,,,5.0,,,False,,,goldenrods,Solidago,goldenrods,Plantae,48678.0,A
